Ukwengeza	u[NPrePre15]-ku[BPre15]-engez[VRoot]-a[VerbTerm]	u_ku_engez_a	NPrePre15_BPre15_VRoot_VerbTerm
,	,[Punc]	,	Punc
umthetho	u[NPrePre3]-mu[BPre3]-thetho[NStem]	u_mu_thetho	NPrePre3_BPre3_NStem
wenziwe	u[SC3]-enz[VRoot]-iw[PassExt]-e[VerbTerm]	u_enz_iw_e	SC3_VRoot_PassExt_VerbTerm
mayelana	mayelana[NStem]	mayelana	NStem
nokwakhiwa	na[AdvPre]-u[NPrePre15]-ku[BPre15]-akh[VRoot]-iw[PassExt]-a[VerbTerm]	na_u_ku_akh_iw_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwamakomidi	kwa[PossConc15]-ma[BPre6]-komidi[NStem]	kwa_ma_komidi	PossConc15_BPre6_NStem
wamawadi	wa[PossConc6]-ma[BPre6]-wadi[NStem]	wa_ma_wadi	PossConc6_BPre6_NStem
,	,[Punc]	,	Punc
njengemikhakha	njenga[AdvPre]-imikhakha[NStem]	njenga_imikhakha	AdvPre_NStem
eyelelisako	e[RelConc4]-yelelis[VRoot]-a[VerbTerm]-ko[RelSuf]	e_yelelis_a_ko	RelConc4_VRoot_VerbTerm_RelSuf
efaka	e[RelConc9]-fak[VRoot]-a[VerbTerm]	e_fak_a	RelConc9_VRoot_VerbTerm
abajameli	a[NPre2]-ba[BPre2]-jameli[NStem]	a_ba_jameli	NPre2_BPre2_NStem
bakamasipala	ba[PossConc2]-ka[PossKA]-masipala[NStem]	ba_ka_masipala	PossConc2_PossKA_NStem
nebomphakathi	na[AdvPre]-ba[PossConc2]-u[NPrePre3]-mu[BPre3]-phakathi[NStem]	na_ba_u_mu_phakathi	AdvPre_PossConc2_NPrePre3_BPre3_NStem
ukobana	ukobana[Conj]	ukobana	Conj
bakhambise	ba[SC2]-khamb[VRoot]-is[CausExt]-e[VerbTerm]	ba_khamb_is_e	SC2_VRoot_CausExt_VerbTerm
iindingo	i[NPrePre8]-i[NPrePre8]-n[BPre8]-dingo[NStem]	i_i_n_dingo	NPrePre8_NPrePre8_BPre8_NStem
zomphakathi	za[PossConc8]-u[NPrePre3]-mu[BPre3]-phakathi[NStem]	za_u_mu_phakathi	PossConc8_NPrePre3_BPre3_NStem
neemphakamiso	ne[AdvPre]-e[LocPre]-m[BPre3]-phakamiso[NStem]	ne_e_m_phakamiso	AdvPre_LocPre_BPre3_NStem
bazise	ba[SC2]-zis[VRoot]-e[VerbTerm]	ba_zis_e	SC2_VRoot_VerbTerm
kumkhandlu	ku[BPre15]-mu[BPre15]-khandlu[NStem]	ku_mu_khandlu	BPre15_BPre15_NStem
.	.[Punc]	.	Punc
Ikambiso	i[NPrePre9]-kambiso[NStem]	i_kambiso	NPrePre9_NStem
