Ukwengeza	u[NPrePre15]-ku[BPre15]-engez[VRoot]-a[VerbTerm]	u_ku_engez_a	NPrePre15_BPre15_VRoot_VerbTerm
,	,[Punc]	<invalid>	Punc
umthetho	u[NPrePre3]-mu[BPre3]-thetho[NStem]	u_mu_thetho	NPrePre3_BPre3_NStem
wenziwe	u[SC3]-enz[VRoot]-iw[PassExt]-e[VerbTerm]	u_enz_iw_e	SC3_VRoot_PassExt_VerbTerm
mayelana	mayelana[NStem]	may_el_an_a	NStem
nokwakhiwa	na[AdvPre]-u[NPrePre15]-ku[BPre15]-akh[VRoot]-iw[PassExt]-a[VerbTerm]	na_u_ku_akh_iw_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwamakomidi	kwa[PossConc15]-ma[BPre6]-komidi[NStem]	kwa_a_ma_komidi	PossConc15_BPre6_NStem
wamawadi	wa[PossConc6]-ma[BPre6]-wadi[NStem]	w_a_mawadi	PossConc6_BPre6_NStem
,	,[Punc]	<invalid>	Punc
njengemikhakha	njenga[AdvPre]-imikhakha[NStem]	njenga_i_mi_khakha	AdvPre_NStem
eyelelisako	e[RelConc4]-yelelis[VRoot]-a[VerbTerm]-ko[RelSuf]	ey_elelis_ako	RelConc4_VRoot_VerbTerm_RelSuf
efaka	e[RelConc9]-fak[VRoot]-a[VerbTerm]	e_fak_a	RelConc9_VRoot_VerbTerm
abajameli	a[NPre2]-ba[BPre2]-jameli[NStem]	aba_jam_el_i	NPre2_BPre2_NStem
bakamasipala	ba[PossConc2]-ka[PossKA]-masipala[NStem]	b_a_kamasipala	PossConc2_PossKA_NStem
nebomphakathi	na[AdvPre]-ba[PossConc2]-u[NPrePre3]-mu[BPre3]-phakathi[NStem]	na_i_bomphakathi	AdvPre_PossConc2_NPrePre3_BPre3_NStem
ukobana	ukobana[Conj]	u_ku_ob_an_a	Conj
bakhambise	ba[SC2]-khamb[VRoot]-is[CausExt]-e[VerbTerm]	ba_khamb_is_e	SC2_VRoot_CausExt_VerbTerm
iindingo	i[NPrePre8]-i[NPrePre8]-n[BPre8]-dingo[NStem]	i_i_n_dingo	NPrePre8_NPrePre8_BPre8_NStem
zomphakathi	za[PossConc8]-u[NPrePre3]-mu[BPre3]-phakathi[NStem]	za_u_mu_phakathi	PossConc8_NPrePre3_BPre3_NStem
neemphakamiso	ne[AdvPre]-e[LocPre]-m[BPre3]-phakamiso[NStem]	na_i_emphakamiso	AdvPre_LocPre_BPre3_NStem
bazise	ba[SC2]-zis[VRoot]-e[VerbTerm]	ba_zis_e	SC2_VRoot_VerbTerm
kumkhandlu	ku[BPre15]-mu[BPre15]-khandlu[NStem]	ku_u_mu_khandlu	BPre15_BPre15_NStem
.	.[Punc]	.	Punc
Ikambiso	i[NPrePre9]-kambiso[NStem]	i_kambiso	NPrePre9_NStem
ekabili	e[LocPre]-ka[AdvPre]-bili[NStem]	eka_bili	LocPre_AdvPre_NStem
yokujameleka	yo[PossConc9]-ku[BPre15]-jameleka[NStem]	ya_u_ku_jam_el_ek_a	PossConc9_BPre15_NStem
kumawadi	ku[PossConc9]-mawadi[NStem]	ku_mawadi	PossConc9_NStem
nokujameleka	na[AdvPre]-u[NPrePre15]-ku[BPre15]-jamelek[Intrans]-a[VerbTerm]	na_u_ku_jam_el_ek_a	AdvPre_NPrePre15_BPre15_Intrans_VerbTerm
ngokweengcenye	nga[AdvPre]-kwe[PossConc15]-e[LocPre]-n[BPre3]-gcenye[NStem]	nga_u_kweengcenye	AdvPre_PossConc15_LocPre_BPre3_NStem
itjho	i[SC9]-tjh[VRoot]-o[VerbTerm]	i_tjh_o	SC9_VRoot_VerbTerm
bona	bona[AbsPron2]	bo_na	AbsPron2
imiphakathi	i[NPrePre4]-mi[BPre4]-phakathi[NStem]	i_mi_phakathi	NPrePre4_BPre4_NStem
ikhethe	i[SC4]-kheth[VRoot]-e[VerbTerm]	i_kheth_e	SC4_VRoot_VerbTerm
abajameli	a[NPre2]-ba[BPre2]-jameli[NStem]	aba_jam_el_i	NPre2_BPre2_NStem
bunqopha	bu[CopPre]-nqoph[VRoot]-a[VerbTerm]	bu_nqoph_a	CopPre_VRoot_VerbTerm
